date,time,lon,lat,input
20140424,125400,128.4555725,37.21905666,2014042412
20140530,073400,128.0482851,38.09544473,2014053007
20140506,183600,128.513417,37.15437443,2014050618
20140511,163600,128.1137194,37.99119248,2014051116
20140615,141000,128.1202057,38.153384,2014061514
20140610,165200,127.9085251,37.2590774,2014061016
20140505,190400,128.0835488,38.21970459,2014050519
20140601,214100,128.1768533,37.52298677,2014060121
20140526,115800,129.1970713,37.36067251,2014052611
20140910,144400,127.854196,38.08320292,2014091014
20140426,151200,127.9430929,38.05493676,2014042615
20140612,134900,127.8044002,37.35180589,2014061213
20140920,125200,127.8217929,38.01987412,2014092012
20140531,170100,128.5296827,37.37219867,2014053117
20141029,174600,127.517635,38.07734446,2014102917
20140531,102800,128.7860619,37.89909234,2014053110
20141029,133300,128.4370423,37.99696077,2014102913
20140619,150300,128.1551987,38.00740928,2014061915
20141028,115200,128.0102428,37.86141798,2014102811
20141104,142200,127.2756653,38.22117002,2014110414
20140528,152800,128.0482851,38.09544473,2014052815
20141029,153800,128.1804605,37.64083945,2014102915
20141109,131700,128.1468264,37.80921054,2014110913
20141025,142500,128.583964,38.09046933,2014102514
20141222,101800,128.7196081,37.99063536,2014122210
20141209,122900,127.5213286,38.12343296,2014120912
20140920,133400,127.832603,38.17925471,2014092013
20141030,144100,128.375202,37.49065588,2014103014
20141123,082800,128.5609459,38.06705453,2014112308
20150110,125500,128.7564695,37.58742176,2015011012
20140720,155900,127.6825981,37.8283812,2014072015
20150113,165800,127.6120053,38.25162717,2015011316
20141209,130000,128.6661025,38.07684257,2014120913
20141115,023600,128.3197119,37.60073257,2014111502
20150208,132500,129.1785426,37.17769467,2015020813
20141111,113000,127.981324,38.14401129,2014111111
20150302,132500,128.326332,37.23836603,2015030213
20150201,160800,127.9645129,37.93072558,2015020116
20150102,122500,128.6639845,38.08648363,2015010212
20150307,133000,127.800667,37.88915531,2015030713
20141031,152600,128.2579044,38.27479167,2014103115
20150226,141500,127.9553324,37.37976852,2015022614
20150308,104300,128.1875472,37.55566729,2015030810
20150309,142100,127.7710314,37.9815892,2015030914
20150131,143300,128.4857446,38.2493739,2015013114
20150201,135300,128.6005757,38.10747203,2015020113
20150310,165300,128.5651808,37.63916937,2015031016
20150309,111400,127.9052816,37.57904406,2015030911
20150302,161700,128.3062379,38.12636952,2015030216
20150309,144000,127.7777435,37.91695546,2015030914
20150105,015200,128.8199003,37.89690339,2015010501
20150311,185900,128.0003831,37.65965798,2015031118
20150314,115000,128.8580721,37.76720073,2015031411
20150317,160500,129.2449937,37.21264738,2015031716
20150308,110100,128.4637899,38.31384671,2015030811
20150315,143200,129.0737062,37.47802771,2015031514
20150308,135800,128.8364506,37.75916081,2015030813
20150311,104600,128.9082215,37.77288249,2015031110
20150321,132100,127.7251473,38.10489962,2015032113
20150319,150300,127.501427,38.02936728,2015031915
20150307,115000,128.1731711,37.59419733,2015030711
20150322,141400,128.2209113,37.59956245,2015032214
20150322,160800,128.0102428,37.86141798,2015032216
20150324,163200,128.1468264,37.80921054,2015032416
20150314,131900,128.0835488,38.21970459,2015031413
20150314,145300,127.7511028,37.63272685,2015031414
20150323,131000,128.0329259,37.73035663,2015032313
20150322,134000,128.3087645,37.33207348,2015032213
20150325,141400,129.1520697,37.47430962,2015032514
20150325,132100,128.2610704,37.68964753,2015032513
20150311,171500,128.7589673,37.83784866,2015031117
20150325,162000,127.8648391,37.17344763,2015032516
20150325,165300,128.5462964,37.33774762,2015032516
20150326,132900,128.1577895,37.24666394,2015032613
20150323,094300,127.3390101,38.25928408,2015032309
20150326,124000,129.1004438,37.44659796,2015032612
20150323,124200,128.1202057,38.153384,2015032312
20150329,130400,127.9553324,37.37976852,2015032913
20150325,143800,127.9573017,37.50298219,2015032514
20150328,144100,128.5296827,37.37219867,2015032814
20150322,135800,127.796507,38.07952664,2015032213
20150403,143500,128.2293478,38.13816351,2015040314
20150412,065600,127.9248315,37.40986028,2015041206
20150423,151400,128.3858211,38.04943685,2015042315
20150325,184900,128.1468264,37.80921054,2015032518
20150423,121400,128.3649883,38.33328292,2015042312
20150325,200100,127.5511142,37.7825205,2015032520
20150426,123700,127.5882885,38.13854587,2015042612
20150329,142500,127.5757446,37.80932425,2015032914
20150424,133300,128.757274,37.53381582,2015042413
20150325,155500,129.0235248,37.25192226,2015032515
20150427,171800,128.9481861,37.5770889,2015042717
20150428,135700,128.084883,37.73984614,2015042813
20150502,124400,128.3023559,37.15361286,2015050212
20150412,161300,127.3857321,38.23543737,2015041216
20150413,104100,127.6732848,38.16758421,2015041310
20150430,060900,128.0020564,38.09501607,2015043006
20150505,071000,128.8191406,37.80780973,2015050507
20150502,171700,128.7148328,37.88731599,2015050217
20150330,125200,127.6183427,37.80658058,2015033012
20150426,192600,128.9481861,37.5770889,2015042619
20150507,133000,127.6794394,37.92125169,2015050713
20150505,162800,127.9573017,37.50298219,2015050516
20150511,132600,128.8501672,37.48288133,2015051113
20150428,154300,128.3911216,37.57941203,2015042815
20150429,210900,128.0020564,38.09501607,2015042921
20150510,140300,128.7564695,37.58742176,2015051014
20150517,110000,128.7196081,37.99063536,2015051711
20150427,123700,128.1267544,38.27724553,2015042712
20150511,181200,127.8202308,37.31597574,2015051118
20150526,133300,127.4898863,38.20588761,2015052613
20150521,153700,127.8933855,37.70563622,2015052115
20150521,154400,128.424068,37.23330903,2015052115
20150507,144500,127.7423922,37.76491496,2015050714
20150505,105300,128.7564695,37.58742176,2015050510
20150508,134900,128.7793359,37.65770262,2015050813
20150525,012100,128.0780498,37.61492399,2015052501
20150528,175500,128.5075218,37.30885656,2015052817
20150505,110700,128.3197119,37.60073257,2015050511
20150531,132500,127.6625668,38.19115616,2015053113
20150602,114300,127.3443393,38.12477736,2015060211
20150528,101700,128.2579044,38.27479167,2015052810
20150521,192200,128.7564695,37.58742176,2015052119
20150531,141800,127.5213286,38.12343296,2015053114
20150517,171000,128.3449496,37.78965363,2015051717
20150603,135400,128.293337,37.88162005,2015060313
20150523,174900,128.3597716,37.36177112,2015052317
20150602,113500,127.6034228,38.09036098,2015060211
20150521,145500,129.1529867,37.3543038,2015052114
20150604,132800,127.3558565,38.18469845,2015060413
20150607,122900,127.7632632,38.19901123,2015060712
20150602,152400,127.5757446,37.80932425,2015060215
20150604,143600,128.8407797,37.56357716,2015060414
20150531,190100,128.0563854,37.46348362,2015053119
20150529,150100,129.1255713,37.15389426,2015052915
20150610,123700,127.8513371,37.53119262,2015061012
20150601,040000,128.1804605,37.64083945,2015060104
20150607,061400,127.5776777,37.75679667,2015060706
20150531,105200,128.8958764,37.38398138,2015053110
20150610,160000,128.669186,37.43334808,2015061016
20150616,134400,127.7728151,38.06510812,2015061613
20150609,170300,128.3483948,38.18746818,2015060917
20150611,132000,127.9512349,37.83011847,2015061113
20150604,235600,128.4623358,38.33768727,2015060423
20150622,143000,127.9768646,37.74084271,2015062214
20150604,180400,127.5776777,37.75679667,2015060418
20150604,065700,127.9973831,37.91016907,2015060406
20150613,223300,127.5882885,38.13854587,2015061322
20150927,112800,127.6058011,38.00679681,2015092711
20150617,154300,127.9645129,37.93072558,2015061715
20151015,115700,127.6490717,37.86876806,2015101511
20150927,115700,128.3026982,37.47437367,2015092711
20151017,093000,128.6582525,37.83021559,2015101709
20150612,224800,128.1137194,37.99119248,2015061222
20150603,140000,127.5776777,37.75679667,2015060314
20151024,115700,128.7564695,37.58742176,2015102411
20150610,150300,128.2293478,38.13816351,2015061015
20151011,121500,127.6490717,37.86876806,2015101112
20151016,153500,128.6351231,37.39313078,2015101615
20151102,081300,128.2669641,37.81181406,2015110208
